Tree_ID,Height_m,Mean_Height_m,Crown_Area_m2,Crown_Volume_m3
110,122.0,34.620193,43.04255835116201,1490.1416
111,118.0,53.710438,30.729903438209416,1650.5166
112,122.0,39.86842,19.658860785386494,783.76776
113,119.0,39.67335,36.110223232104666,1432.6136
114,127.0,56.03546,14.588944056523662,817.4982
115,120.0,35.806835,69.63375425560585,2493.3643
116,116.0,40.23607,70.5649634507031,2839.2568
117,120.0,41.52494,43.559896792882704,1808.8221
118,119.0,47.183674,40.55933383090266,1913.7384
119,120.0,30.80392,36.93796473885778,1137.8341
120,118.0,38.887863,67.35746511203477,2619.388
121,121.0,50.443607,27.522405099541093,1388.3295
122,125.0,42.217533,31.868048009994947,1345.3904
123,121.0,58.446808,19.451925408698216,1136.903
124,118.0,52.11039,15.934024004997474,830.3282
125,122.0,47.049503,20.90047304551617,983.35693
126,114.0,53.713177,40.04199538918196,2150.7827
127,142.0,26.137754,20.27966691545133,530.06494
128,119.0,50.715717,30.936838814897694,1568.984
129,119.0,32.430035,30.316032684832855,983.14996
130,114.0,65.652176,14.278540991491242,937.41724
131,115.0,44.104477,34.66167559528671,1528.7351
132,118.0,32.59031,46.974330508239305,1530.908
133,123.0,40.427807,19.348457720354077,782.2157
134,118.0,48.245903,31.55764494496253,1522.527
135,121.0,38.995983,25.763454397690722,1004.67126
136,117.0,47.71687,34.35127253025429,1639.1351
137,118.0,25.003857,80.49786153174048,2012.757
138,122.0,20.204226,117.53929395894241,2374.7903
139,122.0,17.816639,60.94246843469813,1085.7899
140,120.0,28.437737,27.418937411196953,779.7325
141,136.0,25.193468,41.180139960967495,1037.4705
142,116.0,29.934286,36.213690920448805,1084.031
143,130.0,37.419464,30.833371126553555,1153.7682
144,120.0,43.362804,33.937401776877735,1471.621
145,124.0,36.623257,22.24555299398998,814.7046
146,115.0,48.962536,35.90328785541639,1757.916
147,115.0,42.157894,35.38594941369569,1491.7971
148,120.0,44.384956,23.383697565775513,1037.8844
149,117.0,40.567253,35.38594941369569,1435.5107
150,113.0,57.403847,10.760639587790502,617.7021
151,127.0,17.197872,48.62981352174554,836.32935
152,124.0,31.710526,27.522405099541093,872.74994
153,125.0,26.208754,30.729903438209416,805.39246
154,128.0,33.52902,46.35352437817447,1554.1881
155,118.0,42.256493,31.868048009994947,1346.632
156,128.0,31.432259,32.07498338668323,1008.18915
157,121.0,38.569565,23.79756831915207,917.8619
158,114.0,35.23726,58.873114667815344,2074.527
159,114.0,49.548386,22.45248837067826,1112.4846
160,118.0,26.564638,54.42400406901734,1445.754
161,125.0,43.27397,22.65942374736654,980.5633
162,125.0,26.938034,48.42287814505726,1304.4171
163,114.0,44.811226,20.27966691545133,908.7567
164,124.0,46.221478,15.416685563276777,712.582
165,114.0,38.023254,22.24555299398998,845.8483
166,110.0,49.382576,54.63093944570562,2697.8164
167,114.0,46.12644,18.003377771880263,830.43164
168,116.0,41.461124,38.593447752364014,1600.1278
169,111.0,31.282421,35.90328785541639,1123.1417
170,116.0,43.357143,20.27966691545133,879.26843
171,114.0,46.87543,29.9021619314563,1401.6768
172,119.0,26.614079,42.62868759778545,1134.5232
173,114.0,34.699482,39.938527700837824,1385.8462
174,116.0,40.489727,30.212564996488716,1223.2985
175,116.0,34.36819,47.49166894996,1632.2028
176,116.0,40.181374,21.107408422204447,848.12463
177,116.0,25.491632,49.45755502849865,1260.7538
178,115.0,42.38428,23.69410063080793,1004.2574
179,115.0,40.566666,46.56045975486275,1888.8026
180,116.0,40.579926,27.83280816457351,1129.4532
181,118.0,48.845455,22.762891435710678,1111.8638
182,113.0,38.220993,18.727651590289238,715.7895
183,111.0,34.576363,56.90722858927669,1967.645
184,118.0,36.361763,35.17901403700741,1279.171
185,116.0,38.60101,20.486602292139608,790.8035
186,121.0,43.320683,54.52747175736148,2362.1672
187,121.0,28.266808,49.250619651810375,1392.1577
188,115.0,34.168,25.86692208603486,883.821
189,110.0,69.79487,24.21143907252863,1689.8342
190,127.0,47.314167,50.388764223595906,2384.1025
191,111.0,38.180954,32.592321828403925,1244.4059
192,113.0,32.667675,34.24780484191015,1118.7961
193,121.0,43.910343,15.002814809900219,658.77875
194,109.0,36.629528,37.14490011554606,1360.6001
195,112.0,33.795776,44.0772352346034,1489.6243
196,117.0,42.47647,17.589507018503706,747.1402
197,110.0,46.622643,38.386512375675736,1789.6805
198,114.0,35.493332,15.520153251620917,550.862
199,113.0,42.151352,19.141522343665798,806.841
200,121.0,38.743244,30.626435749865273,1186.5675
201,113.0,38.493828,33.52353102350118,1290.449
202,112.0,37.91892,26.798131281132115,1016.1562
203,117.0,32.949238,20.38313460379547,671.60876
204,109.0,37.612717,53.69973025060837,2019.7927
205,113.0,40.727272,36.42062629713708,1483.3127
206,109.0,46.25449,34.55820790694257,1598.4723
207,110.0,45.23952,34.55820790694257,1563.3967
208,112.0,50.48718,20.17619922710719,1018.6394
209,116.0,40.51915,24.31490676087277,985.2193
210,114.0,31.509579,27.005066657820393,850.9183
211,114.0,41.17712,28.03974354126179,1154.596
212,113.0,42.23721,22.24555299398998,939.5901
213,118.0,27.715868,28.03974354126179,777.1458
214,109.0,50.474655,22.45248837067826,1133.2816
215,114.0,30.36631,38.69691544070815,1175.0825
216,111.0,42.319443,37.2483678038902,1576.3302
217,121.0,36.643646,37.455303180578476,1372.4989
218,107.0,35.257454,76.35915399797491,2692.2292
219,107.0,43.401897,32.695789516748064,1419.0593
220,115.0,32.641304,28.557081982982485,932.1404
221,109.0,36.2008,25.763454397690722,932.6577
222,108.0,29.661148,106.2613159294312,3151.8328
223,115.0,31.78125,19.865796162074773,631.3598
224,113.0,24.196154,53.80319793895251,1301.8304
225,108.0,46.362965,27.93627585291765,1295.2085
226,111.0,42.36842,19.658860785386494,832.9149
227,108.0,33.65847,37.86917393395503,1274.6184
228,107.0,34.16827,43.04255835116201,1470.6897
229,106.0,35.038235,70.35802807401483,2465.2212
230,108.0,28.246796,32.28191876337151,911.8607
231,108.0,34.089794,25.349583644314162,864.1621
232,107.0,43.738636,18.21031314856854,796.49426
233,111.0,27.897638,52.56158567882284,1466.3441
234,109.0,30.082514,52.665053367166976,1584.2972
235,115.0,61.300972,10.657171899446363,653.295
236,115.0,35.026043,19.865796162074773,695.8202
237,113.0,36.68098,16.86523320009473,618.6333
238,110.0,45.183098,22.0386176173017,995.773
239,109.0,51.549618,13.554267173082266,698.7173
240,110.0,29.161615,20.486602292139608,597.4224
241,113.0,49.80782,31.764580321650808,1582.1244
242,115.0,44.422413,12.002251847920174,533.169
243,111.0,37.211662,47.90553970333656,1782.6448
244,116.0,47.74775,22.969826812398956,1096.7574
245,108.0,16.505447,94.98333789992,1567.7424
246,108.0,23.081396,53.38932718557595,1232.3002
247,115.0,44.198895,18.727651590289238,827.7415
248,107.0,29.137585,61.66674225310711,1796.8198
249,112.0,39.085308,21.83168224061342,853.29803
250,112.0,49.5,10.346768834413943,512.16504
251,108.0,36.256016,47.28473357327172,1714.3561
252,118.0,58.41379,6.001125923960087,350.54852
253,115.0,18.751919,40.45586614255852,758.62506
254,104.0,38.61852,55.8725517058353,2157.715
255,112.0,38.85,16.55483013506231,643.15515
256,111.0,37.680233,17.796442395191985,670.5741
257,117.0,24.866667,45.00844442970066,1119.21
258,114.0,25.32321,47.69860432664828,1207.8818
259,115.0,34.29801,31.24724187993011,1071.7183
260,110.0,34.063065,34.45474021859843,1173.634
261,104.0,30.507463,48.5263458334014,1480.4156
262,118.0,36.6125,16.55483013506231,606.1137
263,115.0,31.414894,19.451925408698216,611.08014
264,106.0,33.27512,43.249493727850286,1439.1321
265,111.0,48.29661,12.209187224608455,589.66235
266,112.0,42.147728,18.21031314856854,767.5233
267,107.0,30.749004,25.970389774379,798.5636
268,105.0,39.45608,30.626435749865273,1208.3992
269,115.0,41.104763,10.864107276134641,446.56653
270,115.0,40.385323,33.833934088533596,1366.3943
271,107.0,46.00752,27.522405099541093,1266.2375
272,104.0,40.755363,48.21594276836898,1965.0583
273,108.0,27.960785,26.384260527755558,737.7246
274,114.0,39.06349,13.03692873136157,509.26797
275,104.0,36.58112,35.07554634866327,1283.1028
276,105.0,23.82709,35.90328785541639,855.4708
277,105.0,27.90382,78.53197545320184,2191.3423
278,106.0,39.41691,35.48941710203983,1398.8832
279,111.0,39.06222,23.280229877431374,909.3775
280,109.0,49.246914,8.380882755875295,412.7326
281,111.0,30.094156,31.868048009994947,959.042
282,108.0,31.833334,36.00675554376053,1146.2151
283,112.0,34.648937,19.451925408698216,673.9885
284,110.0,42.93913,11.898784159576035,510.92343
285,107.0,44.055557,14.89934712155608,656.399
286,107.0,43.363636,18.21031314856854,789.6654
287,105.0,42.441036,43.87029985791512,1861.901
288,112.0,45.20243,25.55651902100244,1155.2168
289,103.0,49.09589,22.65942374736654,1112.4846
290,114.0,30.974092,19.969263850418912,618.52985
291,114.0,36.177357,27.418937411196953,991.9447
292,115.0,18.919786,77.3938308814163,1464.2748
293,113.0,40.13402,20.07273153876305,805.5994
294,106.0,51.216667,6.2080613006483665,317.9562
295,105.0,43.873417,32.695789516748064,1434.4761
296,114.0,33.98311,30.626435749865273,1040.7815
297,113.0,43.786667,23.280229877431374,1019.36365
298,105.0,21.869019,82.15334454524671,1796.6129
299,112.0,24.90566,21.93514992895756,546.3094
300,109.0,42.623596,18.41724852525682,785.00934
301,107.0,48.46715,14.175073303147103,687.02545
302,118.0,23.89664,40.04199538918196,956.8692
303,113.0,28.497585,42.83562297447373,1220.7118
304,111.0,19.473162,52.04424723710214,1013.466
305,102.0,36.939972,70.66843113904724,2610.4897
306,113.0,26.468618,24.728777514249327,654.5366
307,115.0,29.012049,17.175636265127146,498.30038
308,108.0,36.251823,28.350146606294206,1027.7445
309,108.0,41.786766,14.071605614802964,588.0069
310,103.0,32.06173,33.52353102350118,1074.8224
311,115.0,45.905262,9.829430392693247,451.2226
312,106.0,52.257576,13.657734861426405,713.7201
313,111.0,31.98961,39.835060012493685,1274.3081
314,106.0,36.083603,32.17845107502737,1161.1144
315,115.0,30.173285,28.660549671326624,864.78296
316,103.0,42.0852,23.073294500743096,971.04425
317,107.0,34.876255,30.936838814897694,1078.961
318,107.0,42.335663,14.79587943321194,626.3934
319,106.0,33.73729,24.41837444921691,823.80975
320,108.0,51.070866,13.14039641970571,671.09143
321,103.0,32.0,19.969263850418912,639.0164
322,105.0,39.142857,14.485476368179523,567.0029
323,102.0,34.182472,72.01351108752105,2461.5999
324,105.0,29.733746,33.42006333515704,993.7037
325,103.0,45.029587,34.972078660319134,1574.7782
326,104.0,31.793018,41.49054302599992,1319.1095
327,110.0,24.734072,37.351835492234336,923.863
328,111.0,33.185184,30.729903438209416,1019.7775
329,106.0,32.033817,42.83562297447373,1372.1885
330,104.0,40.29787,38.90385081739643,1567.7424
331,106.0,35.903744,19.348457720354077,694.68207
332,101.0,47.495834,24.832245202593466,1179.4282
333,106.0,24.5529,30.316032684832855,744.34656
334,104.0,44.923695,25.763454397690722,1157.3895
335,113.0,37.679348,19.03805465532166,717.3415
336,110.0,17.323248,64.97770828011957,1125.625
337,112.0,30.551723,36.00675554376053,1100.0685
338,116.0,25.728302,27.418937411196953,705.4427
339,108.0,46.77027,15.313217874932636,716.2033
340,111.0,32.59547,31.971515698339086,1042.1266
341,105.0,35.773136,34.66167559528671,1239.9568
342,100.0,38.676376,31.971515698339086,1236.5424
343,101.0,42.214478,38.593447752364014,1629.2023
344,117.0,27.204819,17.175636265127146,467.26007
345,102.0,39.300972,21.314343798892725,837.6744
346,102.0,51.02449,25.349583644314162,1293.4496
347,104.0,33.118942,46.974330508239305,1555.7401
348,102.0,22.79329,77.08342781638389,1756.9849
349,112.0,32.7,12.416122601296733,406.0072
350,108.0,41.788616,25.4530513326583,1063.6478
351,103.0,36.10732,42.42175222109717,1531.7356
352,103.0,37.80198,20.90047304551617,790.0793
353,106.0,26.60839,44.38763829963582,1181.0836
354,103.0,38.782314,30.419500373176994,1179.7385
355,104.0,32.785522,38.593447752364014,1265.3064
356,106.0,33.248486,17.072168576783007,567.6237
357,104.0,63.090908,9.10515657428427,574.4526
358,109.0,37.83799,18.52071621360096,700.7866
359,102.0,38.15546,24.625309825905187,939.5901
360,102.0,32.11698,27.418937411196953,880.61346
361,114.0,23.538195,29.79869424311216,701.4075
362,104.0,60.27451,5.276852105551112,318.05966
363,100.0,46.44298,23.59063294246379,1095.6194
364,106.0,29.781916,19.451925408698216,579.3156
365,107.0,40.726562,26.487728216099697,1078.7542
366,106.0,21.112469,42.31828453275303,893.4435
367,106.0,34.543396,27.418937411196953,947.1432
368,102.0,46.205,20.693537668827886,956.1449
369,100.0,33.04943,27.21200203450867,899.3411
370,102.0,29.041323,25.039180579281744,727.1709
371,103.0,39.095478,20.590069980483747,804.97864
372,109.0,37.28313,17.175636265127146,640.3615
373,102.0,37.231033,30.005629619800438,1117.1406
374,106.0,36.864735,21.417811487236865,789.56195
375,101.0,41.676075,76.97996012803975,3208.2227
376,103.0,44.49405,17.382571641815424,773.42096
377,105.0,32.75127,20.38313460379547,667.57355
378,108.0,27.983517,18.831119278633377,526.96094
379,104.0,34.49537,44.69804136466824,1541.8755
380,104.0,29.633987,47.49166894996,1407.3674
381,102.0,33.050217,47.38820126161586,1566.1904
382,102.0,26.02649,78.11810469982528,2033.14
383,99.0,51.612244,35.48941710203983,1831.6885
384,101.0,39.29476,47.38820126161586,1862.108
385,103.0,20.212,51.73384417206972,1045.6444
386,109.0,23.956522,19.03805465532166,456.08557
387,105.0,42.458904,15.106282498244358,641.3962
388,99.0,45.05818,28.453614294638346,1282.0681
389,103.0,26.728855,41.59401071434406,1111.7603
390,103.0,40.480873,18.934586966977516,766.48865
391,102.0,35.06313,40.973204584279216,1436.6488
392,105.0,30.33935,28.660549671326624,869.5424
393,102.0,36.06889,46.56045975486275,1679.384
394,105.0,23.02907,53.38932718557595,1229.5066
395,112.0,30.53143,18.106845460224402,552.8279
396,103.0,42.467033,37.662238557266754,1599.4036
397,102.0,42.23383,41.59401071434406,1756.6744
398,107.0,41.14035,11.795316471231896,485.26346
399,103.0,32.36111,26.07385746272314,843.779
400,100.0,25.792532,49.87142578187521,1286.3103
401,102.0,30.040169,48.94021658677796,1470.1724
402,98.0,27.824612,73.15165565930658,2035.4164
403,101.0,32.726383,31.764580321650808,1039.5399
404,103.0,56.234375,6.621932054024924,372.38022
405,99.0,31.725,41.38707533765577,1313.005
406,103.0,30.516129,38.489980064019875,1174.5652
407,101.0,30.118181,34.14433715356601,1028.3654
408,103.0,37.01523,20.38313460379547,754.4864
409,103.0,38.431507,15.106282498244358,580.5572
410,100.0,39.309303,44.49110598797996,1748.9143
411,103.0,31.454903,26.384260527755558,829.9143
412,113.0,30.720589,28.143211229605928,864.576
413,107.0,50.9125,8.277415067531155,421.4239
414,98.0,48.090908,20.486602292139608,985.2193
415,112.0,20.946709,33.00619258178048,691.3711
416,106.0,34.44056,14.79587943321194,509.57837
417,103.0,43.55102,15.209750186588497,662.40015
418,109.0,31.212904,16.037491693341615,500.57666
419,101.0,47.82143,26.07385746272314,1246.8892
420,105.0,34.46715,14.175073303147103,488.57443
421,94.0,28.367949,80.70479690842876,2289.4294
422,101.0,33.346733,20.590069980483747,686.6116
423,98.0,34.748074,40.24893076587024,1398.5728
424,97.0,44.945763,30.522968061521134,1371.878
425,105.0,38.16794,13.554267173082266,517.33844
426,107.0,35.792828,25.970389774379,929.5537
427,101.0,33.636772,23.073294500743096,776.11115
428,100.0,30.254099,37.86917393395503,1145.6978
429,103.0,48.444443,12.105719536264315,586.45483
430,96.0,42.02934,42.31828453275303,1778.6095
431,102.0,35.796406,34.55820790694257,1237.0597
432,107.0,36.55102,5.069916728862832,185.31062
433,99.0,27.232687,37.351835492234336,1017.19086
434,103.0,38.185715,21.728214552269282,829.7074
435,106.0,29.68013,64.04649908502232,1900.9083
436,99.0,29.458168,25.970389774379,765.0401
437,101.0,33.53271,22.14208530564584,742.48413
438,110.0,39.732143,11.588381094543617,460.4312
439,101.0,35.5076,34.040869465221874,1208.7095
440,102.0,27.71223,14.382008679835382,398.55753
441,101.0,41.870537,23.176762189087235,970.42346
442,97.0,36.358173,43.04255835116201,1564.9487
443,101.0,34.08889,27.93627585291765,952.3166
444,96.0,33.121693,19.555393097042355,647.7077
445,98.0,44.17014,29.79869424311216,1316.2124
446,96.0,35.144604,50.80263497697246,1785.4385
447,95.0,64.90441,14.071605614802964,913.30927
448,94.0,40.759037,25.763454397690722,1050.0935
449,100.0,32.78808,31.24724187993011,1024.537
450,103.0,27.979486,40.35239845421438,1129.0394
451,100.0,37.53381,29.074420424703185,1091.2737
452,105.0,33.22672,25.55651902100244,849.1593
453,101.0,36.84434,21.93514992895756,808.1861
454,102.0,33.053658,21.210876110548586,701.09705
455,97.0,22.262314,90.32729192443374,2010.8945
456,97.0,46.09375,19.865796162074773,915.689
457,100.0,38.19518,42.93909066281787,1640.0663
458,104.0,17.41321,67.35746511203477,1172.9097
459,102.0,31.346666,23.280229877431374,729.7576
460,103.0,47.09375,13.243864108049848,623.70325
461,97.0,29.375,15.727088628309195,461.98322
462,102.0,24.385,20.693537668827886,504.6119
463,98.0,37.031055,33.3165956468129,1233.7487
464,101.0,30.582474,20.07273153876305,613.8738
465,94.0,48.214066,33.833934088533596,1631.2716
466,96.0,49.116882,23.90103600749621,1173.9443
467,105.0,35.86,10.346768834413943,371.03513
468,96.0,24.024921,99.63938387540628,2393.8284
469,104.0,26.427711,34.35127253025429,907.8255
470,100.0,48.138615,10.450236522758084,503.0599
471,97.0,34.89881,34.76514328363085,1213.2621
472,95.0,36.96605,33.52353102350118,1239.2325
473,96.0,24.520325,50.9061026653166,1248.2341
474,100.0,36.496296,13.968137926458825,509.7853
475,98.0,35.626865,69.32335119057342,2469.7737
476,104.0,30.835249,27.005066657820393,832.70795
477,105.0,34.02214,28.03974354126179,953.9721
478,102.0,34.97826,9.51902732766083,332.959
479,98.0,32.952152,21.624746863925143,712.582
480,103.0,24.206612,25.039180579281744,606.1137
481,96.0,33.962666,38.80038312905229,1317.7645
482,94.0,25.579453,75.53141249122179,1932.0521
483,100.0,32.54037,16.65829782340645,542.0672
484,96.0,38.48936,34.040869465221874,1310.2113
485,93.0,30.021248,77.911169323137,2338.9905
486,97.0,31.645994,40.04199538918196,1267.1688
487,98.0,34.478992,24.625309825905187,849.05585
488,106.0,31.90196,26.384260527755558,841.70966
489,96.0,36.505978,25.970389774379,948.0744
490,95.0,33.42857,25.349583644314162,847.4004
491,110.0,27.068966,18.003377771880263,487.33282
492,105.0,29.946428,23.176762189087235,694.0613
493,106.0,34.186565,13.864670238114686,473.98547
494,94.0,30.001545,66.94359435865822,2008.4113
495,96.0,37.925465,33.3165956468129,1263.5474
496,108.0,34.11494,18.003377771880263,614.1842
497,102.0,42.70068,15.209750186588497,649.4667
498,95.0,41.658752,34.868610971974995,1452.5829
499,97.0,41.03352,18.52071621360096,759.97015
500,98.0,31.264103,40.35239845421438,1261.5815
501,101.0,43.623657,19.244990032009937,839.5368
502,97.0,27.516617,34.24780484191015,942.3837
503,99.0,37.555214,33.73046640018946,1266.7549
504,97.0,17.791252,52.04424723710214,925.9323
505,95.0,42.26172,26.487728216099697,1119.4169
506,103.0,27.76087,19.03805465532166,528.51294
507,102.0,35.55102,35.48941710203983,1261.6849
508,105.0,28.71875,16.55483013506231,475.43402
509,107.0,34.325844,9.20862426262841,316.09378
510,102.0,27.056871,21.83168224061342,590.697
511,104.0,32.451283,20.17619922710719,654.7435
512,118.0,27.101604,19.348457720354077,524.37427
513,99.0,39.4477,24.728777514249327,975.49335
514,102.0,42.097298,19.141522343665798,805.80634
515,104.0,16.393618,48.62981352174554,797.2185
516,106.0,23.71628,22.24555299398998,527.5817
517,94.0,34.776398,33.3165956468129,1158.6312
518,93.0,41.272205,36.110223232104666,1490.3486
519,102.0,40.103447,24.00450369584035,962.6634
520,94.0,26.679356,70.66843113904724,1885.3882
521,93.0,32.944664,52.35465030213456,1724.8064
522,103.0,38.414745,22.45248837067826,862.50665
523,103.0,42.3,9.31209195097255,393.9015
524,94.0,36.06225,51.526908795381445,1858.1761
525,94.0,37.82058,39.21425388242885,1483.1058
526,102.0,24.41247,43.14602603950615,1053.301
527,97.0,38.178295,13.347331796393988,509.57837
528,92.0,36.03937,39.42118925911713,1420.7148
529,100.0,34.057377,25.246115955970023,859.81647
530,101.0,32.234432,28.246678917950067,910.5156
531,97.0,28.155764,33.21312795846876,935.141
532,97.0,29.719458,22.866359124054817,679.57574
533,108.0,37.202797,14.79587943321194,550.4481
534,98.0,34.85782,21.83168224061342,761.0048
535,93.0,32.344036,45.1119121180448,1459.1013
536,94.0,39.147453,38.593447752364014,1510.8352
537,101.0,26.9,31.040306503241833,834.98425
538,98.0,24.778326,42.007881467720615,1040.8849
539,99.0,36.185184,11.17451034116706,404.3517
540,103.0,39.85549,17.899910083536124,713.4097
541,96.0,47.264957,24.21143907252863,1144.3527
542,101.0,37.90698,13.347331796393988,505.957
543,112.0,37.275,16.55483013506231,617.0813
544,101.0,28.852942,35.17901403700741,1015.018
545,96.0,34.82096,23.69410063080793,825.05133
546,100.0,34.849804,26.17732515106728,912.2746
547,101.0,32.33452,29.074420424703185,940.1074
548,102.0,30.84892,14.382008679835382,443.66943
549,105.0,20.202127,19.451925408698216,392.97028
550,95.0,35.927273,34.14433715356601,1226.7129
551,104.0,35.892086,14.382008679835382,516.2003
552,101.0,29.00339,30.522968061521134,885.26953
553,95.0,42.72956,32.90272489343634,1405.919
554,100.0,38.783783,15.313217874932636,593.90454
555,110.0,27.353592,18.727651590289238,512.2685
556,95.0,48.964287,17.382571641815424,851.1252
557,97.0,27.314667,38.80038312905229,1059.8196
558,101.0,34.050316,32.90272489343634,1120.3481
559,97.0,35.23552,26.798131281132115,944.2461
560,93.0,39.32174,23.79756831915207,935.7618
561,92.0,34.157738,34.76514328363085,1187.4987
562,100.0,34.75658,15.727088628309195,546.6198
563,103.0,26.146198,17.692974706847846,462.60403
564,93.0,38.157894,37.351835492234336,1425.2675
565,95.0,41.203487,17.796442395191985,733.2755
566,99.0,38.088436,15.209750186588497,579.3156
567,98.0,46.142857,9.415559639316688,434.46082
568,95.0,43.792828,25.970389774379,1137.3168
569,100.0,21.439672,50.595699600284185,1084.7552
570,99.0,26.528196,55.044810199082185,1460.2395
